,Title,Category,Latitude,Longitude,geometry,county,subcounty,ward,centroid
1162,GATICH AGROVET,Veterinary care,0.5371535,35.5570157,POINT (35.5570157 0.5371535),ELGEYO-MARAKWET,Keiyo South Sub County,Soy North Ward,POINT (35.595483526401566 0.4672873878466647)
1163,Berur Agrovet,Agrochemicals supplier,0.5142775,35.2697802,POINT (35.2697802 0.5142775),Uasin Gishu,Kapseret Sub County,Kipkenyo Ward,POINT (35.241663391216015 0.516542668763661)
1164,Agrovet & A.L Services,Veterinary care,0.562899,34.8055606,POINT (34.8055606 0.562899),Kakamega,Lugari Sub County,Chevaywa Ward,POINT (34.76001607020233 0.5275378765788721)
1165,Kimilili Agrovets,Agrochemicals supplier,0.6698554,35.1608243,POINT (35.1608243 0.6698554),Uasin Gishu,Soy Sub County,Soy Ward,POINT (35.244756941761835 0.7133697763216578)
1166,BIDII AGROVET,Veterinary care,0.5631625,34.8055051,POINT (34.8055051 0.5631625),Kakamega,Lugari Sub County,Chevaywa Ward,POINT (34.76001607020233 0.5275378765788721)
1167,Ndama Agrovet,Veterinary care,0.5672251,35.2342755,POINT (35.2342755 0.5672251),Uasin Gishu,Turbo Sub County,Kapsaos Ward,POINT (35.22877586309458 0.5613160704800785)
1168,Abai Agrovet,Hay supplier,0.4825709,35.3382238,POINT (35.3382238 0.4825709),Uasin Gishu,Ainabkoi Sub County,Kapsoya Ward,POINT (35.32595572267985 0.5100045688932555)
1169,Ndume Agrovet,Veterinary care,0.5677513,35.2350305,POINT (35.2350305 0.5677513),Uasin Gishu,Turbo Sub County,Kapsaos Ward,POINT (35.22877586309458 0.5613160704800785)
1170,CHEPKENY AGROVET,Veterinary care,0.4807531,35.3499149,POINT (35.3499149 0.4807531),Uasin Gishu,Ainabkoi Sub County,Kapsoya Ward,POINT (35.32595572267985 0.5100045688932555)
1171,Omusale Agrovet,Veterinary care,0.5607942,34.8059444,POINT (34.8059444 0.5607942),Kakamega,Lugari Sub County,Chevaywa Ward,POINT (34.76001607020233 0.5275378765788721)
1172,GRACE-FARM AGROVET KIMILILI,Agricultural service,0.7881266,34.7155868,POINT (34.7155868 0.7881266),Bungoma,Kimilili Sub County,Kimilili Ward,POINT (34.72937125905546 0.751132961219027)
1173,Jokima Agrovet,Animal feed store,0.5180197,35.2721495,POINT (35.2721495 0.5180197),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1174,Nikim Agrovet,Veterinary care,0.5157653,35.2760109,POINT (35.2760109 0.5157653),Uasin Gishu,Moiben Sub County,Kimumu Ward,POINT (35.28827121759571 0.5504045369212042)
1175,Ultravetis East Africa Limited - Eldoret Office,Agricultural service,0.5151636,35.2756039,POINT (35.2756039 0.5151636),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1176,Kimona Agrovet,Veterinary care,0.5150295,35.2748426,POINT (35.2748426 0.5150295),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1177,ZION AGROVET,Veterinary care,0.5544815,35.3191479,POINT (35.3191479 0.5544815),Uasin Gishu,Moiben Sub County,Kimumu Ward,POINT (35.28827121759571 0.5504045369212042)
1178,Q & J Agrovet,Veterinary care,0.7118066,34.753579,POINT (34.753579 0.7118066),Bungoma,Webuye West Sub County,Misikhu Ward,POINT (34.721317612338524 0.6937208909822713)
1179,Eldoret Top Line Agrovet,Veterinary care,0.5151784,35.2755547,POINT (35.2755547 0.5151784),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1180,CHESUMEI ANIMAL FEEDS & AGROVET,Agrochemicals supplier,0.5539412,35.317011,POINT (35.317011 0.5539412),Uasin Gishu,Moiben Sub County,Kimumu Ward,POINT (35.28827121759571 0.5504045369212042)
1181,EXCEL AGROVET,Veterinary care,0.4627734,35.3886734,POINT (35.3886734 0.4627734),Uasin Gishu,Ainabkoi Sub County,Kaptagat Ward,POINT (35.42373515504146 0.4197548722574089)
1182,Farmlink Agrovet,Veterinary care,0.5165147,35.2758448,POINT (35.2758448 0.5165147),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1183,Eden Agrovet,Agrochemicals supplier,0.7328256,34.8306721,POINT (34.8306721 0.7328256),Bungoma,Tongaren Sub County,Milima Ward,POINT (34.84557431318137 0.7744223572810434)
1184,Allutah's Agrovet Kamukuywa,Agrochemicals supplier,0.7795364,34.7896832,POINT (34.7896832 0.7795364),Bungoma,Kimilili Sub County,Kamukuywa Ward,POINT (34.78840265700599 0.8013527479755483)
1185,Parl Agrovet,Agrochemicals supplier,0.6526244,34.8757063,POINT (34.8757063 0.6526244),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1186,Pilot Vestar Agrovet,Agrochemicals supplier,0.536323,35.2451324,POINT (35.2451324 0.536323),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1187,Osorongai Agrovet,Agrochemicals supplier,0.6511003,34.8761564,POINT (34.8761564 0.6511003),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1188,MAZAO AGROVET,Veterinary care,0.5434858,34.807346,POINT (34.807346 0.5434858),Kakamega,Malava Sub County,Butali Chegulo Ward,POINT (34.81823570360246 0.4954088181408711)
1189,JARIBU AGROVET,Veterinary care,0.7876525,35.0371437,POINT (35.0371437 0.7876525),Bungoma,Tongaren Sub County,Soysambu/ Mitua Ward,POINT (35.02752351850786 0.7809170184782139)
1190,Skynet Agrovet,Agrochemicals supplier,0.890232,34.926071,POINT (34.926071 0.890232),TRANS NZOIA,Kiminini  Sub County,Kiminini Ward,POINT (34.939944520288535 0.8923167836331245)
1191,Kabras Agrovet,Agricultural service,0.4453788,34.8531878,POINT (34.8531878 0.4453788),Kakamega,Malava Sub County,Shirungu-mugai Ward,POINT (34.78961052457488 0.4572817721445046)
1192,Highway Agrovet,Veterinary care,0.552034,35.3109526,POINT (35.3109526 0.552034),Uasin Gishu,Moiben Sub County,Kimumu Ward,POINT (35.28827121759571 0.5504045369212042)
1193,Nyota Agrovet,Veterinary care,0.7164158,34.9422622,POINT (34.9422622 0.7164158),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1194,Sadena Agrovet Agrovet,Agrochemicals supplier,0.4483439,34.853851,POINT (34.853851 0.4483439),Kakamega,Malava Sub County,Shirungu-mugai Ward,POINT (34.78961052457488 0.4572817721445046)
1195,SESNA AGROVET,Veterinary care,0.5637851,35.4809108,POINT (35.4809108 0.5637851),ELGEYO-MARAKWET,Keiyo North Sub County,Kamariny Ward,POINT (35.478460321899284 0.6235340367357718)
1196,SWAYS AGROVET,Cosmetics store,0.6124238,35.0489887,POINT (35.0489887 0.6124238),Uasin Gishu,Turbo Sub County,Tapsagoi Ward,POINT (35.071581691462654 0.5928352925610794)
